sheet,Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
Year 2010-2011,C569909,22891,TEA FOR ONE POLKADOT,-1,2011-10-06 16:43:00,4.25,17611.0,United Kingdom
Year 2010-2011,C569989,85099B,JUMBO BAG RED RETROSPOT,-58,2011-10-06 20:08:00,1.79,16839.0,United Kingdom
Year 2010-2011,570000,22061,LARGE CAKE STAND  HANGING STRAWBERY,4,2011-10-07 08:55:00,9.95,12420.0,Cyprus
Year 2010-2011,570000,23245,SET OF 3 REGENCY CAKE TINS,4,2011-10-07 08:55:00,4.95,12420.0,Cyprus
Year 2010-2011,C570099,82583,HOT BATHS METAL SIGN,-4,2011-10-07 12:11:00,1.85,13798.0,United Kingdom
Year 2010-2011,570123,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",3,2011-10-07 13:09:00,4.95,13314.0,United Kingdom
Year 2010-2011,570179,22736,RIBBON REEL MAKING SNOWMEN ,10,2011-10-07 14:27:00,1.65,17509.0,United Kingdom
Year 2010-2011,570197,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,1,2011-10-07 15:45:00,0.83,13755.0,United Kingdom
Year 2010-2011,570197,23126,FELTCRAFT GIRL AMELIE KIT,1,2011-10-07 15:45:00,4.95,13755.0,United Kingdom
Year 2010-2011,570224,23395,BELLE JARDINIERE CUSHION COVER,3,2011-10-09 13:15:00,3.75,16931.0,United Kingdom
Year 2010-2011,570225,22866,HAND WARMER SCOTTY DOG DESIGN,3,2011-10-09 13:15:00,2.1,16595.0,United Kingdom
Year 2010-2011,570228,23090,VINTAGE GLASS T-LIGHT HOLDER,12,2011-10-09 13:28:00,0.83,15821.0,United Kingdom
Year 2010-2011,570233,22366,DOORMAT AIRMAIL ,1,2011-10-09 13:58:00,8.25,16685.0,United Kingdom
Year 2010-2011,570234,37500,TEA TIME TEAPOT IN GIFT BOX,2,2011-10-09 14:22:00,4.95,17790.0,United Kingdom
Year 2010-2011,570244,22768,FAMILY PHOTO FRAME CORNICE,1,2011-10-09 16:05:00,9.95,14514.0,United Kingdom
Year 2010-2011,570249,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6,2011-10-10 08:58:00,2.1,17509.0,United Kingdom
Year 2010-2011,570256,22119,PEACE WOODEN BLOCK LETTERS,3,2011-10-10 09:53:00,6.95,15152.0,United Kingdom
Year 2010-2011,570273,23313,VINTAGE CHRISTMAS BUNTING,25,2011-10-10 10:51:00,4.95,13373.0,United Kingdom
Year 2010-2011,570293,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-10-10 12:00:00,1.25,14128.0,United Kingdom
Year 2010-2011,570380,20750,RED RETROSPOT MINI CASES,2,2011-10-10 12:35:00,7.95,14606.0,United Kingdom
Year 2010-2011,570448,16156S,WRAP PINK FAIRY CAKES ,25,2011-10-10 14:55:00,0.42,13224.0,United Kingdom
Year 2010-2011,570455,23100,SILVER BELLS TABLE DECORATION,1,2011-10-10 15:27:00,1.25,14529.0,United Kingdom
Year 2010-2011,570458,22737,RIBBON REEL CHRISTMAS PRESENT ,5,2011-10-10 15:39:00,1.65,14535.0,United Kingdom
Year 2010-2011,570458,21181,PLEASE ONE PERSON METAL SIGN,2,2011-10-10 15:39:00,2.1,14535.0,United Kingdom
Year 2010-2011,570466,23427,STOOL HOME SWEET HOME ,1,2011-10-10 16:03:00,12.5,16791.0,United Kingdom
Year 2010-2011,570488,22367,CHILDRENS APRON SPACEBOY DESIGN,1,2011-10-10 17:12:00,4.13,14096.0,United Kingdom
Year 2010-2011,570492,22383,LUNCH BAG SUKI DESIGN ,10,2011-10-11 08:23:00,1.65,14194.0,United Kingdom
Year 2010-2011,570499,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,12,2011-10-11 09:19:00,0.29,12772.0,Portugal
Year 2010-2011,570499,84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,24,2011-10-11 09:19:00,1.45,12772.0,Portugal
Year 2010-2011,570505,23324,RUSTIC STRAWBERRY JAM POT LARGE ,12,2011-10-11 09:41:00,2.08,14841.0,United Kingdom
Year 2010-2011,570517,23209,LUNCH BAG VINTAGE DOILY ,20,2011-10-11 10:41:00,1.65,13971.0,United Kingdom
Year 2010-2011,570522,85099B,JUMBO BAG RED RETROSPOT,300,2011-10-11 10:46:00,1.74,16029.0,United Kingdom
Year 2010-2011,570592,20675,BLUE POLKADOT BOWL,1,2011-10-11 11:37:00,2.46,,United Kingdom
Year 2010-2011,570674,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,10,2011-10-11 14:59:00,0.79,14911.0,EIRE
Year 2010-2011,570818,21495,SKULLS AND CROSSBONES WRAP,25,2011-10-12 12:47:00,0.42,17841.0,United Kingdom
Year 2010-2011,570826,20668,DISCO BALL CHRISTMAS DECORATION,24,2011-10-12 13:14:00,0.12,16753.0,United Kingdom
Year 2010-2011,C570831,90024B,NEW BAROQUE B'FLY NECKLACE RED,-2,2011-10-12 13:25:00,8.5,14911.0,EIRE
Year 2010-2011,570841,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-10-12 14:18:00,0.85,12553.0,France
Year 2010-2011,570861,23432,PRETTY HANGING QUILTED HEARTS,24,2011-10-12 15:27:00,0.83,14775.0,United Kingdom
Year 2010-2011,570879,21739,COSY SLIPPER SHOES SMALL GREEN,6,2011-10-13 08:42:00,2.95,12685.0,France
Year 2010-2011,570883,23380,PACK OF 12 VINTAGE DOILY TISSUES,24,2011-10-13 09:55:00,0.39,13477.0,United Kingdom
Year 2010-2011,571030,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,72,2011-10-13 12:26:00,0.55,12876.0,Belgium
Year 2010-2011,571080,46000M,POLYESTER FILLER PAD 45x45cm,12,2011-10-13 15:19:00,1.55,13719.0,United Kingdom
Year 2010-2011,571081,23411, TRELLIS COAT RACK,1,2011-10-13 15:23:00,4.95,16775.0,United Kingdom
Year 2010-2011,571098,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2011-10-13 15:38:00,8.25,17841.0,United Kingdom
Year 2010-2011,571107,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,2011-10-13 16:17:00,8.5,13858.0,United Kingdom
Year 2010-2011,571183,22057,CERAMIC PLATE STRAWBERRY DESIGN,4,2011-10-14 11:08:00,1.49,14796.0,United Kingdom
Year 2010-2011,571221,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-10-14 13:35:00,2.08,16416.0,United Kingdom
Year 2010-2011,571230,23222,CHRISTMAS TREE HANGING GOLD,12,2011-10-14 14:16:00,0.83,13717.0,United Kingdom
Year 2010-2011,C571264,22605,WOODEN CROQUET GARDEN SET,-1,2011-10-16 11:07:00,14.95,17769.0,United Kingdom
Year 2010-2011,571273,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-10-16 12:21:00,1.25,13034.0,United Kingdom
Year 2010-2011,571274,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,6,2011-10-16 12:25:00,1.65,16934.0,United Kingdom
Year 2010-2011,571305,21558,SKULL LUNCH BOX WITH CUTLERY ,1,2011-10-17 09:55:00,4.96,,United Kingdom
Year 2010-2011,571311,23542,WALL ART 70'S ALPHABET ,2,2011-10-17 10:33:00,8.25,17402.0,United Kingdom
Year 2010-2011,571312,16045,POPART WOODEN PENCILS ASST,100,2011-10-17 10:42:00,0.04,12474.0,Germany
Year 2010-2011,571328,85049A,TRADITIONAL CHRISTMAS RIBBONS,24,2011-10-17 11:27:00,1.25,12473.0,Germany
Year 2010-2011,571433,23174,REGENCY SUGAR BOWL GREEN,4,2011-10-17 13:19:00,4.15,13015.0,United Kingdom
Year 2010-2011,571442,22077,6 RIBBONS RUSTIC CHARM,6,2011-10-17 13:39:00,1.95,17049.0,United Kingdom
Year 2010-2011,571442,48138,DOORMAT UNION FLAG,3,2011-10-17 13:39:00,8.25,17049.0,United Kingdom
Year 2010-2011,571442,23343,JUMBO BAG VINTAGE CHRISTMAS ,8,2011-10-17 13:39:00,2.08,17049.0,United Kingdom
Year 2010-2011,571550,22699,ROSES REGENCY TEACUP AND SAUCER ,24,2011-10-18 08:15:00,2.55,13892.0,United Kingdom
Year 2010-2011,571653,23525,WALL ART BUFFALO BILL ,6,2011-10-18 12:17:00,3.29,14298.0,United Kingdom
Year 2010-2011,571658,22355,CHARLOTTE BAG SUKI DESIGN,20,2011-10-18 12:48:00,0.85,12621.0,Germany
Year 2010-2011,571677,22668,PINK BABY BUNTING,5,2011-10-18 13:32:00,2.95,13637.0,United Kingdom
Year 2010-2011,571693,22741,FUNKY DIVA PEN,48,2011-10-18 14:44:00,0.85,14776.0,United Kingdom
Year 2010-2011,571697,POST,POSTAGE,3,2011-10-18 14:49:00,15.0,12759.0,Netherlands
Year 2010-2011,571713,22043,CHRISTMAS CARD SCREEN PRINT ,3,2011-10-18 16:58:00,0.42,,United Kingdom
Year 2010-2011,571732,23414,ZINC BOX SIGN HOME,2,2011-10-19 09:58:00,9.95,16298.0,United Kingdom
Year 2010-2011,571740,23225,CHERUB HEART DECORATION SILVER ,12,2011-10-19 10:34:00,0.83,17973.0,United Kingdom
Year 2010-2011,571837,84006,MAGIC TREE -PAPER FLOWERS,2,2011-10-19 12:11:00,0.85,16470.0,United Kingdom
Year 2010-2011,571850,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,6,2011-10-19 12:54:00,0.29,14698.0,United Kingdom
Year 2010-2011,C571860,22625,RED KITCHEN SCALES,-1,2011-10-19 13:42:00,8.5,14175.0,United Kingdom
Year 2010-2011,571883,21618,4 WILDFLOWER BOTANICAL CANDLES,1,2011-10-19 13:58:00,1.25,14704.0,United Kingdom
Year 2010-2011,571935,22469,HEART OF WICKER SMALL,12,2011-10-20 08:41:00,1.65,13890.0,United Kingdom
Year 2010-2011,572030,22624,IVORY KITCHEN SCALES,2,2011-10-20 11:51:00,8.5,14923.0,United Kingdom
Year 2010-2011,572050,23085,ANTIQUE SILVER BAUBLE LAMP  ,2,2011-10-20 12:23:00,10.4,17346.0,United Kingdom
Year 2010-2011,572065,21744,SNOWFLAKE PORTABLE TABLE LIGHT ,5,2011-10-20 13:06:00,2.95,12556.0,Spain
Year 2010-2011,572066,47566,PARTY BUNTING,12,2011-10-20 13:07:00,4.95,15159.0,United Kingdom
Year 2010-2011,572087,21123,SET/10 IVORY POLKADOT PARTY CANDLES,24,2011-10-20 14:30:00,1.25,12683.0,France
Year 2010-2011,572092,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,2011-10-20 14:41:00,0.85,17125.0,United Kingdom
Year 2010-2011,572096,17012D,ORIGAMI ROSE INCENSE/CANDLE SET ,1,2011-10-20 15:20:00,0.85,16813.0,United Kingdom
Year 2010-2011,572103,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2011-10-20 15:57:00,1.65,17571.0,United Kingdom
Year 2010-2011,572103,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2011-10-20 15:57:00,0.85,17571.0,United Kingdom
Year 2010-2011,572219,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-10-21 13:17:00,2.08,17463.0,United Kingdom
Year 2010-2011,572219,82582,AREA PATROLLED METAL SIGN,1,2011-10-21 13:17:00,2.1,17463.0,United Kingdom
Year 2010-2011,572224,23320,GIANT 50'S CHRISTMAS CRACKER,12,2011-10-21 13:46:00,2.89,16558.0,United Kingdom
Year 2010-2011,572231,23374,RED SPOT PAPER GIFT BAG,10,2011-10-21 14:41:00,0.82,13974.0,United Kingdom
Year 2010-2011,C572276,23237,SET OF 4 KNICK KNACK TINS LEAF,-2,2011-10-23 10:24:00,4.15,16768.0,United Kingdom
Year 2010-2011,572283,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,4,2011-10-23 11:42:00,0.29,15000.0,United Kingdom
Year 2010-2011,572287,23311,VINTAGE CHRISTMAS STOCKING ,3,2011-10-23 12:26:00,2.55,15584.0,United Kingdom
Year 2010-2011,572295,20898,VINTAGE NOTEBOOK TRAVELOGUE,5,2011-10-23 13:49:00,2.95,16686.0,United Kingdom
Year 2010-2011,572314,21914,BLUE HARMONICA IN BOX ,12,2011-10-23 15:59:00,1.25,17111.0,United Kingdom
Year 2010-2011,572318,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,1,2011-10-23 16:19:00,0.55,15436.0,United Kingdom
Year 2010-2011,572318,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,4,2011-10-23 16:19:00,0.85,15436.0,United Kingdom
Year 2010-2011,572320,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-10-24 08:48:00,1.69,16325.0,United Kingdom
Year 2010-2011,572330,23439,HAND WARMER RED LOVE HEART,1,2011-10-24 10:17:00,2.1,16426.0,United Kingdom
Year 2010-2011,572336,23437, 50'S CHRISTMAS GIFT BAG LARGE,12,2011-10-24 10:29:00,1.25,13523.0,United Kingdom
Year 2010-2011,572447,21989,PACK OF 20 SKULL PAPER NAPKINS,3,2011-10-24 12:25:00,0.85,17811.0,United Kingdom
Year 2010-2011,572451,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-10-24 12:36:00,0.65,12921.0,United Kingdom
Year 2010-2011,572465,22810,SET OF 6 T-LIGHTS SNOWMEN,6,2011-10-24 13:26:00,2.95,14474.0,United Kingdom
Year 2010-2011,572520,85034C,3 ROSE MORRIS BOXED CANDLES,24,2011-10-24 15:05:00,1.25,13165.0,United Kingdom
Year 2010-2011,572520,84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,24,2011-10-24 15:05:00,0.19,13165.0,United Kingdom
Year 2010-2011,572540,20676,RED RETROSPOT BOWL,3,2011-10-24 16:17:00,2.46,,United Kingdom
Year 2010-2011,572544,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,1,2011-10-24 16:34:00,3.75,16023.0,United Kingdom
Year 2010-2011,572552,85099F,JUMBO BAG STRAWBERRY,2,2011-10-24 17:07:00,4.13,14096.0,United Kingdom
Year 2010-2011,572552,85129C,BEADED CRYSTAL HEART BLUE SMALL,1,2011-10-24 17:07:00,2.46,14096.0,United Kingdom
Year 2010-2011,572552,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,1,2011-10-24 17:07:00,4.96,14096.0,United Kingdom
Year 2010-2011,C572551,CRUK,CRUK Commission,-1,2011-10-24 17:07:00,425.14,14096.0,United Kingdom
Year 2010-2011,572669,22631,CIRCUS PARADE LUNCH BOX ,1,2011-10-25 13:10:00,1.95,16549.0,United Kingdom
Year 2010-2011,572676,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-10-25 13:30:00,2.08,16258.0,United Kingdom
Year 2010-2011,572703,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-10-25 14:35:00,3.75,16110.0,United Kingdom
Year 2010-2011,572753,21558,SKULL LUNCH BOX WITH CUTLERY ,3,2011-10-25 17:29:00,2.55,15856.0,United Kingdom
Year 2010-2011,572755,22818,CARD CHRISTMAS VILLAGE,36,2011-10-25 17:31:00,0.42,13601.0,United Kingdom
Year 2010-2011,572775,85035C,ROSE 3 WICK MORRIS BOX CANDLE,24,2011-10-26 10:43:00,1.25,13126.0,United Kingdom
Year 2010-2011,572849,S,SAMPLES,1,2011-10-26 12:20:00,33.05,,United Kingdom
Year 2010-2011,572872,21890,S/6 WOODEN SKITTLES IN COTTON BAG,2,2011-10-26 13:27:00,3.25,15320.0,United Kingdom
Year 2010-2011,572896,22924,FRIDGE MAGNETS LA VIE EN ROSE,12,2011-10-26 14:41:00,0.85,12456.0,Switzerland
Year 2010-2011,572935,82581,TOILET METAL SIGN,12,2011-10-27 10:26:00,0.55,14189.0,United Kingdom
Year 2010-2011,573026,23078,ICE CREAM PEN LIP GLOSS ,24,2011-10-27 13:25:00,1.25,17459.0,United Kingdom
Year 2010-2011,573029,21636,MADRAS NOTEBOOK MEDIUM,1,2011-10-27 13:33:00,0.75,14971.0,United Kingdom
Year 2010-2011,573083,22491,PACK OF 12 COLOURED PENCILS,6,2011-10-27 14:22:00,0.85,13735.0,United Kingdom
Year 2010-2011,573109,22835,HOT WATER BOTTLE I AM SO POORLY,8,2011-10-27 15:19:00,4.95,15144.0,United Kingdom
Year 2010-2011,573151,22554,PLASTERS IN TIN WOODLAND ANIMALS,4,2011-10-27 20:09:00,1.65,17602.0,United Kingdom
Year 2010-2011,573163,21231,SWEETHEART CERAMIC TRINKET BOX,12,2011-10-28 09:06:00,1.25,16843.0,United Kingdom
Year 2010-2011,573266,22699,ROSES REGENCY TEACUP AND SAUCER ,24,2011-10-28 12:40:00,2.55,15290.0,United Kingdom
Year 2010-2011,573291,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,2011-10-28 14:51:00,0.95,16554.0,United Kingdom
Year 2010-2011,573320,22191,IVORY DINER WALL CLOCK,4,2011-10-30 10:29:00,8.5,15513.0,United Kingdom
Year 2010-2011,573326,22941,CHRISTMAS LIGHTS 10 REINDEER,8,2011-10-30 11:08:00,8.5,15298.0,United Kingdom
Year 2010-2011,573330,22898,CHILDRENS APRON APPLES DESIGN,1,2011-10-30 11:22:00,1.95,16923.0,United Kingdom
Year 2010-2011,573340,20726,LUNCH BAG WOODLAND,3,2011-10-30 11:55:00,1.65,14159.0,United Kingdom
Year 2010-2011,573344,23081,GREEN METAL BOX ARMY SUPPLIES,2,2011-10-30 12:07:00,8.25,14179.0,United Kingdom
Year 2010-2011,573344,84836,ZINC METAL HEART DECORATION,1,2011-10-30 12:07:00,1.25,14179.0,United Kingdom
Year 2010-2011,573360,22306,SILVER MUG BONE CHINA TREE OF LIFE,6,2011-10-30 12:51:00,1.06,15748.0,United Kingdom
Year 2010-2011,573361,22422,TOOTHPASTE TUBE PEN,2,2011-10-30 12:53:00,0.65,14456.0,United Kingdom
Year 2010-2011,573362,84870C,GREEN GEISHA GIRL ,4,2011-10-30 13:06:00,3.75,12597.0,Spain
Year 2010-2011,573368,22300,COFFEE MUG DOG + BALL DESIGN,6,2011-10-30 13:18:00,2.55,14507.0,United Kingdom
Year 2010-2011,573373,72134,COLUMBIAN  CUBE CANDLE ,2,2011-10-30 13:37:00,0.85,14684.0,United Kingdom
Year 2010-2011,573373,21329,DINOSAURS  WRITING SET ,1,2011-10-30 13:37:00,1.65,14684.0,United Kingdom
Year 2010-2011,573375,21915,RED  HARMONICA IN BOX ,24,2011-10-30 13:42:00,1.25,15521.0,United Kingdom
Year 2010-2011,573392,22423,REGENCY CAKESTAND 3 TIER,1,2011-10-30 15:04:00,12.75,15376.0,United Kingdom
Year 2010-2011,573407,16254,TRANSPARENT ACRYLIC TAPE DISPENSER,1,2011-10-30 15:58:00,0.85,18067.0,United Kingdom
Year 2010-2011,573415,21455,PAINTED YELLOW WOODEN DAISY,10,2011-10-30 16:17:00,0.85,13607.0,United Kingdom
Year 2010-2011,573417,84836,ZINC METAL HEART DECORATION,12,2011-10-31 08:56:00,1.25,12581.0,Germany
Year 2010-2011,573504,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-10-31 12:05:00,0.55,13983.0,United Kingdom
Year 2010-2011,573510,22199,FRYING PAN RED RETROSPOT,1,2011-10-31 12:21:00,4.25,14808.0,United Kingdom
Year 2010-2011,573556,23530,WALL ART ONLY ONE PERSON ,6,2011-10-31 13:51:00,4.95,17675.0,United Kingdom
Year 2010-2011,573579,21731,RED TOADSTOOL LED NIGHT LIGHT,3,2011-10-31 14:19:00,1.65,15033.0,United Kingdom
Year 2010-2011,573581,C2,CARRIAGE,1,2011-10-31 14:22:00,50.0,14911.0,EIRE
Year 2010-2011,573665,23569,TRADTIONAL ALPHABET STAMP SET,12,2011-10-31 16:24:00,4.95,13982.0,United Kingdom
Year 2010-2011,573744,23144,ZINC T-LIGHT HOLDER STARS SMALL,12,2011-11-01 08:16:00,0.83,17733.0,United Kingdom
Year 2010-2011,573762,23582,VINTAGE DOILY JUMBO BAG RED ,10,2011-11-01 09:56:00,2.08,13758.0,United Kingdom
Year 2010-2011,573763,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,4,2011-11-01 09:56:00,3.75,17139.0,United Kingdom
Year 2010-2011,573814,23208,LUNCH BAG VINTAGE LEAF DESIGN,5,2011-11-01 11:31:00,1.65,13268.0,United Kingdom
Year 2010-2011,573868,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-11-01 12:18:00,4.95,12491.0,France
Year 2010-2011,573874,17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,24,2011-11-01 12:45:00,0.85,13868.0,United Kingdom
Year 2010-2011,573876,21917,SET 12 KIDS  WHITE CHALK STICKS,2,2011-11-01 12:48:00,0.42,16360.0,United Kingdom
Year 2010-2011,573889,23203,JUMBO BAG VINTAGE DOILY ,2,2011-11-01 13:44:00,2.08,13571.0,United Kingdom
Year 2010-2011,573907,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,2011-11-01 15:17:00,3.75,13021.0,United Kingdom
Year 2010-2011,574055,22791,T-LIGHT GLASS FLUTED ANTIQUE,72,2011-11-02 14:08:00,1.06,16525.0,United Kingdom
Year 2010-2011,574068,23084,RABBIT NIGHT LIGHT,96,2011-11-02 14:51:00,1.79,12490.0,France
Year 2010-2011,574076,23348,CHILDRENS TOY COOKING UTENSIL SET,1,2011-11-02 15:38:00,4.13,,United Kingdom
Year 2010-2011,574076,20963,APPLE BATH SPONGE,2,2011-11-02 15:38:00,2.46,,United Kingdom
Year 2010-2011,574107,48194,DOORMAT HEARTS,2,2011-11-03 10:49:00,8.25,13728.0,United Kingdom
Year 2010-2011,C574261,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,-1,2011-11-03 14:00:00,2.55,12683.0,France
Year 2010-2011,574281,22632,HAND WARMER RED RETROSPOT,12,2011-11-03 14:47:00,2.1,14856.0,United Kingdom
Year 2010-2011,574284,23147,SINGLE ANTIQUE ROSE HOOK IVORY,12,2011-11-03 15:01:00,1.45,17644.0,United Kingdom
Year 2010-2011,574295,23080,RED METAL BOX TOP SECRET,84,2011-11-03 15:47:00,7.5,17389.0,United Kingdom
Year 2010-2011,574304,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-11-03 16:30:00,1.69,14428.0,United Kingdom
Year 2010-2011,574328,23311,VINTAGE CHRISTMAS STOCKING ,12,2011-11-04 09:05:00,2.55,13081.0,United Kingdom
Year 2010-2011,574328,20726,LUNCH BAG WOODLAND,20,2011-11-04 09:05:00,1.65,13081.0,United Kingdom
Year 2010-2011,574328,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,48,2011-11-04 09:05:00,0.29,13081.0,United Kingdom
Year 2010-2011,574445,21034,REX CASH+CARRY JUMBO SHOPPER,4,2011-11-04 11:41:00,0.95,15722.0,United Kingdom
Year 2010-2011,574474,22952,60 CAKE CASES VINTAGE CHRISTMAS,1,2011-11-04 12:05:00,0.55,17979.0,United Kingdom
Year 2010-2011,C574493,23114,VINTAGE LEAF CHOPPING BOARD  ,-2,2011-11-04 13:09:00,4.95,14842.0,United Kingdom
Year 2010-2011,574532,23392,SPACEBOY ROCKET LOLLY MAKERS,6,2011-11-04 14:19:00,2.08,15676.0,United Kingdom
Year 2010-2011,574547,82482,WOODEN PICTURE FRAME WHITE FINISH,3,2011-11-04 15:08:00,2.95,17841.0,United Kingdom
Year 2010-2011,574573,23176,ABC TREASURE BOOK BOX ,1,2011-11-04 16:35:00,2.25,14592.0,United Kingdom
Year 2010-2011,574659,22470,HEART OF WICKER LARGE,2,2011-11-06 11:44:00,2.95,16942.0,United Kingdom
Year 2010-2011,574663,21314,SMALL GLASS HEART TRINKET POT,8,2011-11-06 12:04:00,2.1,13527.0,United Kingdom
Year 2010-2011,574671,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,1,2011-11-06 12:23:00,0.39,16744.0,United Kingdom
Year 2010-2011,574674,84378,SET OF 3 HEART COOKIE CUTTERS,12,2011-11-06 12:30:00,1.45,14404.0,United Kingdom
Year 2010-2011,574683,22572,ROCKING HORSE GREEN CHRISTMAS ,2,2011-11-06 12:50:00,0.85,16372.0,United Kingdom
Year 2010-2011,574701,22558,CLOTHES PEGS RETROSPOT PACK 24 ,6,2011-11-06 13:54:00,1.65,15426.0,United Kingdom
Year 2010-2011,574722,84970S,HANGING HEART ZINC T-LIGHT HOLDER,3,2011-11-06 14:45:00,0.85,14502.0,United Kingdom
Year 2010-2011,574726,22614,PACK OF 12 SPACEBOY TISSUES,7,2011-11-06 14:56:00,0.39,14664.0,United Kingdom
Year 2010-2011,574726,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,12,2011-11-06 14:56:00,1.25,14664.0,United Kingdom
Year 2010-2011,574738,23366,SET 12 COLOURING PENCILS DOILY,2,2011-11-06 16:01:00,0.65,12748.0,United Kingdom
Year 2010-2011,574741,22158,3 HEARTS HANGING DECORATION RUSTIC,2,2011-11-06 16:13:00,2.95,15993.0,United Kingdom
Year 2010-2011,574745,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,48,2011-11-07 08:26:00,0.29,14911.0,EIRE
Year 2010-2011,574755,82001S,SILVER RECORD COVER FRAME,24,2011-11-07 09:28:00,3.39,13078.0,United Kingdom
Year 2010-2011,574824,21508,VINTAGE KID DOLLY CARD ,12,2011-11-07 10:43:00,0.42,13097.0,United Kingdom
Year 2010-2011,574844,90162A,ANT SILVER TURQUOISE BOUDICCA RING,6,2011-11-07 11:57:00,2.95,12783.0,Portugal
Year 2010-2011,574868,22891,TEA FOR ONE POLKADOT,9,2011-11-07 12:41:00,4.25,13824.0,United Kingdom
Year 2010-2011,574881,23084,RABBIT NIGHT LIGHT,6,2011-11-07 13:30:00,2.08,12832.0,United Kingdom
Year 2010-2011,574892,23393,HOME SWEET HOME CUSHION COVER ,5,2011-11-07 14:40:00,3.75,14700.0,United Kingdom
Year 2010-2011,574893,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,1,2011-11-07 14:40:00,2.95,18036.0,United Kingdom
Year 2010-2011,574898,22381,TOY TIDY PINK POLKADOT,5,2011-11-07 15:07:00,2.1,16242.0,United Kingdom
Year 2010-2011,574909,22634,CHILDS BREAKFAST SET SPACEBOY ,2,2011-11-07 15:40:00,9.95,13673.0,United Kingdom
Year 2010-2011,574914,23185,FRENCH STYLE STORAGE JAR JAM,6,2011-11-07 16:16:00,0.29,17109.0,United Kingdom
Year 2010-2011,C574955,22423,REGENCY CAKESTAND 3 TIER,-1,2011-11-08 09:56:00,12.75,15066.0,United Kingdom
Year 2010-2011,574966,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,10,2011-11-08 10:50:00,2.95,14901.0,United Kingdom
Year 2010-2011,575007,23475,WOODLAND SMALL PINK FELT HEART,12,2011-11-08 11:20:00,0.83,14140.0,United Kingdom
Year 2010-2011,575066,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-11-08 12:42:00,1.25,13668.0,United Kingdom
Year 2010-2011,C575081,22633,HAND WARMER UNION JACK,-1,2011-11-08 13:30:00,2.1,12483.0,Sweden
Year 2010-2011,575087,21169,YOU'RE CONFUSING ME METAL SIGN ,1,2011-11-08 13:57:00,1.69,16549.0,United Kingdom
Year 2010-2011,575164,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-11-08 16:55:00,2.95,18216.0,United Kingdom
Year 2010-2011,575177,22108,PING! MICROWAVE PLATE,3,2011-11-08 18:41:00,3.29,,United Kingdom
Year 2010-2011,575202,23499,SET 12 VINTAGE DOILY CHALK ,24,2011-11-09 10:14:00,0.42,13018.0,United Kingdom
Year 2010-2011,575219,21914,BLUE HARMONICA IN BOX ,24,2011-11-09 11:17:00,1.25,17511.0,United Kingdom
